"número","departamento","corporación","partido","nombre"
"108","bogota dc","cámara","partido liberal colombiano","abelardo  leon arias"
"109","bogota dc","cámara","partido liberal colombiano","jorge enrique guerrero rincon"
"110","bogota dc","cámara","partido liberal colombiano","hector javier galindo moreno"
"111","bogota dc","cámara","partido liberal colombiano","andres felipe villamizar ortiz"
"112","bogota dc","cámara","partido liberal colombiano","beatriz lorena rios cuellar"
"113","bogota dc","cámara","partido liberal colombiano","camilo humberto olano"
"114","bogota dc","cámara","partido liberal colombiano","juan de dios arias lopez"
"115","bogota dc","cámara","partido liberal colombiano","jeanne carolina bonilla dornaletche"
"116","bogota dc","cámara","partido liberal colombiano","daniel  quintero calle"
"117","bogota dc","cámara","partido liberal colombiano","jose orlando morera cruz"
"118","bogota dc","cámara","partido liberal colombiano","jonnatha ivonne gonzalez rodriguez"
"101","bogota dc","cámara","partido alianza verde","angela maria robledo gomez"
"102","bogota dc","cámara","partido alianza verde","eduardo andres garzon torres"
"103","bogota dc","cámara","partido alianza verde","omar  rodriguez preciado"
"104","bogota dc","cámara","partido alianza verde","samir jose abisambra vesga"
"105","bogota dc","cámara","partido alianza verde","hernan  trujillo tovar"
"106","bogota dc","cámara","partido alianza verde","luis francisco castañeda ravelo"
"107","bogota dc","cámara","partido alianza verde","donka  atanassova iakimova"
"108","bogota dc","cámara","partido alianza verde","jose manuel garzon arias"
"109","bogota dc","cámara","partido alianza verde","inti raul asprilla reyes"
"110","bogota dc","cámara","partido alianza verde","angelica lisbeth lozano correa"
"111","bogota dc","cámara","partido alianza verde","lombardo  rodriguez lopez"
"112","bogota dc","cámara","partido alianza verde","herman  martinez gomez"
"113","bogota dc","cámara","partido alianza verde","fernando  salazar riveros"
"114","bogota dc","cámara","partido alianza verde","clara lunik garcia cabrales"
"115","bogota dc","cámara","partido alianza verde","antonio  angulo ricardo"
"116","bogota dc","cámara","partido alianza verde","yesica andrea rocha gomez"
"117","bogota dc","cámara","partido alianza verde","leon jose jaramillo zuleta"
"118","bogota dc","cámara","partido alianza verde","sonia elvira veloza mogollon"
"101","bogota dc","cámara","partido union patriotica - up","jaime  caicedo turriago"
"102","bogota dc","cámara","partido union patriotica - up","jairo dario peña suarez"
"103","bogota dc","cámara","partido union patriotica - up","ricardo andres ruiz vallejo"
"104","bogota dc","cámara","partido union patriotica - up","aidee  moreno ibague"
"105","bogota dc","cámara","partido union patriotica - up","aly renata cabrales cueto"
"106","bogota dc","cámara","partido union patriotica - up","ana carlina bohorquez triana"
"108","bogota dc","cámara","partido union patriotica - up","guiomar azucena rodriguez lopez de mesa"
"109","bogota dc","cámara","partido union patriotica - up","bibiana mercedes parra ariza"
"110","bogota dc","cámara","partido union patriotica - up","rafael ernesto suarez orjuela"
"112","bogota dc","cámara","partido union patriotica - up","alfonso  ahumada barbosa"
"113","bogota dc","cámara","partido union patriotica - up","angel egidio ramirez sandoval"
"114","bogota dc","cámara","partido union patriotica - up","javier  arroyo hernandez"
"115","bogota dc","cámara","partido union patriotica - up","miguel humberto valencia rodriguez"
"116","bogota dc","cámara","partido union patriotica - up","ernesto  perico triviño"
"118","bogota dc","cámara","partido union patriotica - up","laureano  monroy fuertes"
"101","bogota dc","cámara","movimiento politico cien por ciento por colombia","german  miranda lozano"
"102","bogota dc","cámara","movimiento politico cien por ciento por colombia","alexander  robles sanchez"
"103","bogota dc","cámara","movimiento politico cien por ciento por colombia","jose francisco vergara urrego"
"105","bogota dc","cámara","movimiento politico cien por ciento por colombia","alvaro  pastrana fajardo"
"101","bogota dc","cámara","partido opcion ciudadana","jaime eulises caicedo escobar"
"102","bogota dc","cámara","partido opcion ciudadana","jorge eliecer franco pineda"
"103","bogota dc","cámara","partido opcion ciudadana","cristian leonardo gomez lotero"
"104","bogota dc","cámara","partido opcion ciudadana","andrea patricia carrero gaitan"
"105","bogota dc","cámara","partido opcion ciudadana","rafael dario velandia gonzalez"
"106","bogota dc","cámara","partido opcion ciudadana","giovanni  tellez serrano"
"107","bogota dc","cámara","partido opcion ciudadana","freddy wilson pilamanrique rodriguez"
"108","bogota dc","cámara","partido opcion ciudadana","richard  bello roncancio"
"109","bogota dc","cámara","partido opcion ciudadana","jorge eduardo gomez sotomayor"
"110","bogota dc","cámara","partido opcion ciudadana","elinda patricia martinez  urrego"
"111","bogota dc","cámara","partido opcion ciudadana","adriana  sanchez correa"
"112","bogota dc","cámara","partido opcion ciudadana","sandra milena quiñones arrieta"
"113","bogota dc","cámara","partido opcion ciudadana","beatriz  bautista diaz"
"114","bogota dc","cámara","partido opcion ciudadana","noel  santamaria jerez"
"115","bogota dc","cámara","partido opcion ciudadana","maria esperanza niño tellez"
"116","bogota dc","cámara","partido opcion ciudadana","jose jesus ibarguen ibarguen"
"117","bogota dc","cámara","partido opcion ciudadana","luis eduardo hernandez bruce"
"118","bogota dc","cámara","partido opcion ciudadana","giuseppe annunziato creazzo bruno"
"301","bolivar","cámara afro","fundacion ebano de colombia funeco","maria del socorro bustamante ibarra"
"302","bolivar","cámara afro","fundacion ebano de colombia funeco","moises  orozco vicuña"
"303","bolivar","cámara afro","fundacion ebano de colombia funeco","alvaro gustavo rosado aragon"
"301","bolivar","cámara afro","afrovides","sixto manuel garcia mejia"
"302","bolivar","cámara afro","afrovides","pedro  teran campo"
"303","bolivar","cámara afro","afrovides","jorge luis anaya silgado"
"101","bolivar","cámara","uribe centro democratico","luis guillermo otoya gerdts"
"103","bolivar","cámara","uribe centro democratico","mirla brigith aaron freite"
"104","bolivar","cámara","uribe centro democratico","carlos marcel escobar perez"
"105","bolivar","cámara","uribe centro democratico","jose melecio cendales moreno"
"106","bolivar","cámara","uribe centro democratico","angel david vega montes"
"101","bolivar","cámara","movimiento mira","ismael alfredo atencio carvajalino"
"102","bolivar","cámara","movimiento mira","trinidad del carmen rivera molina"
"103","bolivar","cámara","movimiento mira","carlos hermes suaza galvez"
"104","bolivar","cámara","movimiento mira","katherine  guerrero pautt"
"105","bolivar","cámara","movimiento mira","monica patricia ensuncho maurio"
"106","bolivar","cámara","movimiento mira","omar evelio vargas rodelo"
"101","bolivar","cámara","partido conservador colombiano","pedrito tomas pereira caballero"
"102","bolivar","cámara","partido conservador colombiano","sandra elena garcia tirado"
"103","bolivar","cámara","partido conservador colombiano","modesto andres de la cruz carrasquilla"
"104","bolivar","cámara","partido conservador colombiano","loher  diaz diaz"
"105","bolivar","cámara","partido conservador colombiano","eneida luz ramirez centeno"
"106","bolivar","cámara","partido conservador colombiano","abraham faruk sabagh torres"
"101","bolivar","cámara","partido opcion ciudadana","luis alfredo caraballo"
"106","bolivar","cámara","partido opcion ciudadana","jesus guillermo carrasquilla lobo"
"101","bolivar","cámara","partido alianza verde","antonio carlos dager de la barrera"
"102","bolivar","cámara","partido alianza verde","jose  polo puello"
"103","bolivar","cámara","partido alianza verde","delys  puerta arellano"
"104","bolivar","cámara","partido alianza verde","sady luz paredes carreazo"
"105","bolivar","cámara","partido alianza verde","jesus  reyes gosselin"
"106","bolivar","cámara","partido alianza verde","junio aurelio fernandez polo"
"101","bolivar","cámara","partido liberal colombiano","silvio jose carrasquilla torres"
"102","bolivar","cámara","partido liberal colombiano","yhony jose hernandez aguas"
"103","bolivar","cámara","partido liberal colombiano","edgar  arrieta caraballo"
"104","bolivar","cámara","partido liberal colombiano","egla yelitza theran humanez"
"105","bolivar","cámara","partido liberal colombiano","elsi  sampayo benavides"
"106","bolivar","cámara","partido liberal colombiano","orlando enrique buelvas romero"
"101","bolivar","cámara","partido cambio radical","hernando jose padaui alvarez"
"102","bolivar","cámara","partido cambio radical","alfonso enrique anaya lorduy"
"103","bolivar","cámara","partido cambio radical","jesus gabriel mestre estrada"
"104","bolivar","cámara","partido cambio radical","idalia del carmen bustamante acosta"
"105","bolivar","cámara","partido cambio radical","hernando jose munera cavadia"
"106","bolivar","cámara","partido cambio radical","karen violette cure corcione"
"101","bolivar","cámara","partido social de unidad nacional - partido de la u","alonso jose del rio cabarcas"
"102","bolivar","cámara","partido social de unidad nacional - partido de la u","elias  raad hernandez"
"103","bolivar","cámara","partido social de unidad nacional - partido de la u","wendy patricia herrera reyes"
"104","bolivar","cámara","partido social de unidad nacional - partido de la u","carlos alberto schmalbach silva"
"105","bolivar","cámara","partido social de unidad nacional - partido de la u","sergio alfonso londono zurek"
