"número","departamento","corporación","partido","nombre"
"70","cundinamarca","senado","partido conservador colombiano","max  enrique rodriguez arenas"
"71","cundinamarca","senado","partido conservador colombiano","rocio  del pilar sanchez bermudez"
"74","cundinamarca","senado","partido conservador colombiano","carol astrid guaqueta gutierrez"
"75","cundinamarca","senado","partido conservador colombiano","wilson gerardo vinchery rojas"
"76","cundinamarca","senado","partido conservador colombiano","pedro inael layton caviedes"
"78","cundinamarca","senado","partido conservador colombiano","german gustavo vivas guerrero"
"80","cundinamarca","senado","partido conservador colombiano","john jairo diaz gaviria"
"82","cundinamarca","senado","partido conservador colombiano","beatriz victoria hinestroza lopez"
"84","cundinamarca","senado","partido conservador colombiano","heyde  lopez duran"
"85","cundinamarca","senado","partido conservador colombiano","juan carlos donado caamaño"
"86","cundinamarca","senado","partido conservador colombiano","alvaro jose rudas garzon"
"88","cundinamarca","senado","partido conservador colombiano","raul alberto vives lacouture"
"89","cundinamarca","senado","partido conservador colombiano","mauricio  diaz arellano"
"90","cundinamarca","senado","partido conservador colombiano","luis manuel rodriguez martinez"
"92","cundinamarca","senado","partido conservador colombiano","rafael  antonio rodriguez moreno"
"93","cundinamarca","senado","partido conservador colombiano","lindor lexcer lesmes infante"
"94","cundinamarca","senado","partido conservador colombiano","yamina del carmen pestana rojas"
"96","cundinamarca","senado","partido conservador colombiano","juan  casas rodriguez"
"97","cundinamarca","senado","partido conservador colombiano","geraldo rafael meza valdes"
"98","cundinamarca","senado","partido conservador colombiano","marta cecilia ramirez orrego"
"99","cundinamarca","senado","partido conservador colombiano","amparo  sanchez londoño"
"100","cundinamarca","senado","partido conservador colombiano","angela mercedes ospina de nicholls"
"1","cundinamarca","senado","partido polo democratico alternativo","jorge enrique robledo castillo"
"2","cundinamarca","senado","partido polo democratico alternativo","alexander  lopez maya"
"4","cundinamarca","senado","partido polo democratico alternativo","beatriz  carvallo suarez"
"5","cundinamarca","senado","partido polo democratico alternativo","alba luz pinilla pedraza"
"6","cundinamarca","senado","partido polo democratico alternativo","tarsicio  mora godoy"
"7","cundinamarca","senado","partido polo democratico alternativo","diego fernando otero prada"
"8","cundinamarca","senado","partido polo democratico alternativo","segundo senen niño avendaño"
"9","cundinamarca","senado","partido polo democratico alternativo","jesus alberto castilla salazar"
"10","cundinamarca","senado","partido polo democratico alternativo","ivan  cepeda castro"
"11","cundinamarca","senado","partido polo democratico alternativo","olga stella forero de silva"
"12","cundinamarca","senado","partido polo democratico alternativo","alvaro leon cardona saldarriaga"
"13","cundinamarca","senado","partido polo democratico alternativo","alvaro  patiño sanchez"
"14","cundinamarca","senado","partido polo democratico alternativo","rodolfo  arango rivadeneira"
"15","cundinamarca","senado","partido polo democratico alternativo","yesid hernando camacho jimenez"
"16","cundinamarca","senado","partido polo democratico alternativo","german  fernandez cabrera"
"17","cundinamarca","senado","partido polo democratico alternativo","aura dalia caicedo valencia"
"18","cundinamarca","senado","partido polo democratico alternativo","consuelo  moure de ramirez"
"19","cundinamarca","senado","partido polo democratico alternativo","carlos alfredo crosthwaite ferro"
"20","cundinamarca","senado","partido polo democratico alternativo","francisco javier marrugo  zambrano"
"21","cundinamarca","senado","partido polo democratico alternativo","luz stella ramirez guevara"
"22","cundinamarca","senado","partido polo democratico alternativo","gloria elena quiceno acevedo"
"24","cundinamarca","senado","partido polo democratico alternativo","valerio  maza espinosa"
"25","cundinamarca","senado","partido polo democratico alternativo","julio  cesar mancera acosta"
"26","cundinamarca","senado","partido polo democratico alternativo","jose isauro roman"
"27","cundinamarca","senado","partido polo democratico alternativo","alexandra  useche cuervo"
"28","cundinamarca","senado","partido polo democratico alternativo","alonso  orozco gomez"
"29","cundinamarca","senado","partido polo democratico alternativo","carlos jaime piedrahita cardona"
"30","cundinamarca","senado","partido polo democratico alternativo","jose freddy mosquera yepez"
"31","cundinamarca","senado","partido polo democratico alternativo","luis alfonso calderon beltran"
"32","cundinamarca","senado","partido polo democratico alternativo","cesar augusto gonzalez garcia"
"33","cundinamarca","senado","partido polo democratico alternativo","maria magnolia  sanchez paredes"
"34","cundinamarca","senado","partido polo democratico alternativo","ricardo  cardona casseres"
"35","cundinamarca","senado","partido polo democratico alternativo","alberto  manuel gascon giraldo"
"36","cundinamarca","senado","partido polo democratico alternativo","jose milton mesa  duarte"
"37","cundinamarca","senado","partido polo democratico alternativo","ivan alfonso rodriguez herrera"
"38","cundinamarca","senado","partido polo democratico alternativo","rafael  mora bonilla"
"39","cundinamarca","senado","partido polo democratico alternativo","emperatriz  cahuache casado"
"40","cundinamarca","senado","partido polo democratico alternativo","douglas sebastian velasquez jacome"
"41","cundinamarca","senado","partido polo democratico alternativo","fredy  valencia acosta"
"42","cundinamarca","senado","partido polo democratico alternativo","julio cesar quintero batero"
"43","cundinamarca","senado","partido polo democratico alternativo","alvaro  sarmiento duarte"
"44","cundinamarca","senado","partido polo democratico alternativo","eduardo enrique llanes silvera"
"45","cundinamarca","senado","partido polo democratico alternativo","jhon robert gerlein berdugo"
"46","cundinamarca","senado","partido polo democratico alternativo","gilberto  barrera garcia"
"47","cundinamarca","senado","partido polo democratico alternativo","carlos urbano diaz granados lacouture"
"48","cundinamarca","senado","partido polo democratico alternativo","alvaro jose salomon calvano"
"49","cundinamarca","senado","partido polo democratico alternativo","efren hernan poveda"
"50","cundinamarca","senado","partido polo democratico alternativo","elida  manzano  garcia"
"51","cundinamarca","senado","partido polo democratico alternativo","armando arturo alvarado guillen"
"52","cundinamarca","senado","partido polo democratico alternativo","claudine  roca nuñez"
"53","cundinamarca","senado","partido polo democratico alternativo","plinio   hernandez gamba"
"54","cundinamarca","senado","partido polo democratico alternativo","mariela  cortes torres"
"55","cundinamarca","senado","partido polo democratico alternativo","lilia elvira rodriguez de olarte"
"58","cundinamarca","senado","partido polo democratico alternativo","jose  deiby quintero valencia"
"59","cundinamarca","senado","partido polo democratico alternativo","sandra milena olivares homez"
"60","cundinamarca","senado","partido polo democratico alternativo","max orlando galeano gasca"
"61","cundinamarca","senado","partido polo democratico alternativo","clara ines forero santana"
"62","cundinamarca","senado","partido polo democratico alternativo","elizabeth  cortes suarez"
"63","cundinamarca","senado","partido polo democratico alternativo","denis enriqueta casado acosta"
"64","cundinamarca","senado","partido polo democratico alternativo","maria aurora rey firacative"
"65","cundinamarca","senado","partido polo democratico alternativo","ines  vasco marulanda"
"66","cundinamarca","senado","partido polo democratico alternativo","maria haydee barrero"
"67","cundinamarca","senado","partido polo democratico alternativo","maria orfilia gonzalez aguilar"
"68","cundinamarca","senado","partido polo democratico alternativo","juanita maria perez guerrero"
"1","cundinamarca","senado","partido social de unidad nacional - partido de la u","william jimmy chamorro cruz"
"2","cundinamarca","senado","partido social de unidad nacional - partido de la u","fredy jose padilla de leon"
"3","cundinamarca","senado","partido social de unidad nacional - partido de la u","jorge eduardo gechem turbay"
"4","cundinamarca","senado","partido social de unidad nacional - partido de la u","carlos roberto ferro solanilla"
"5","cundinamarca","senado","partido social de unidad nacional - partido de la u","roy leonardo barreras montealegre"
"6","cundinamarca","senado","partido social de unidad nacional - partido de la u","maritza  martinez aristizabal"
"7","cundinamarca","senado","partido social de unidad nacional - partido de la u","armando alberto benedetti villaneda"
"8","cundinamarca","senado","partido social de unidad nacional - partido de la u","musa  besaile fayad"
"9","cundinamarca","senado","partido social de unidad nacional - partido de la u","oscar mauricio lizcano arango"
"10","cundinamarca","senado","partido social de unidad nacional - partido de la u","juan pablo salazar salamanca"
"11","cundinamarca","senado","partido social de unidad nacional - partido de la u","jaime alonso zuluaga aristizabal"
"12","cundinamarca","senado","partido social de unidad nacional - partido de la u","bernardo miguel elias vidal"
"13","cundinamarca","senado","partido social de unidad nacional - partido de la u","roosvelt  rodriguez rengifo"
"14","cundinamarca","senado","partido social de unidad nacional - partido de la u","astrid  sanchez montes de oca"
"15","cundinamarca","senado","partido social de unidad nacional - partido de la u","miguel  amin escaf"
"16","cundinamarca","senado","partido social de unidad nacional - partido de la u","martin emilio morales diz"
"17","cundinamarca","senado","partido social de unidad nacional - partido de la u","jose alfredo gnecco zuleta"
"18","cundinamarca","senado","partido social de unidad nacional - partido de la u","pedro antonio aguilar rodriguez"
"19","cundinamarca","senado","partido social de unidad nacional - partido de la u","herika yaneth aguirre patiño"
"20","cundinamarca","senado","partido social de unidad nacional - partido de la u","manuel guillermo mora jaramillo"
"21","cundinamarca","senado","partido social de unidad nacional - partido de la u","luz rubiela rodriguez bareño"
"22","cundinamarca","senado","partido social de unidad nacional - partido de la u","jose david name cardozo"
"23","cundinamarca","senado","partido social de unidad nacional - partido de la u","lorena  sanchez ramos"
"24","cundinamarca","senado","partido social de unidad nacional - partido de la u","angel custodio cabrera baez"
"25","cundinamarca","senado","partido social de unidad nacional - partido de la u","milton arlex rodriguez sarmiento"
"26","cundinamarca","senado","partido social de unidad nacional - partido de la u","alfonso rafael lemaitre soleiman"
"27","cundinamarca","senado","partido social de unidad nacional - partido de la u","orlando  diaz rojas"
"28","cundinamarca","senado","partido social de unidad nacional - partido de la u","andres ricardo celis sarmiento"
"29","cundinamarca","senado","partido social de unidad nacional - partido de la u","armando  lugo martinez"
"30","cundinamarca","senado","partido social de unidad nacional - partido de la u","julio ernesto estrada rincon"
"31","cundinamarca","senado","partido social de unidad nacional - partido de la u","armando  moreno lopez"
"32","cundinamarca","senado","partido social de unidad nacional - partido de la u","carmen leidiana garcia pastrana"
"33","cundinamarca","senado","partido social de unidad nacional - partido de la u","carlos eduardo hernandez mogollon"
"34","cundinamarca","senado","partido social de unidad nacional - partido de la u","carlos alberto ramirez rojas"
"35","cundinamarca","senado","partido social de unidad nacional - partido de la u","maria alejandra liliana trujillo moncaleano"
"36","cundinamarca","senado","partido social de unidad nacional - partido de la u","carlos enrique soto jaramillo"
"37","cundinamarca","senado","partido social de unidad nacional - partido de la u","wilmar orlando barbosa rozo"
"38","cundinamarca","senado","partido social de unidad nacional - partido de la u","carlos enrique forero sanchez"
"39","cundinamarca","senado","partido social de unidad nacional - partido de la u","diana carolina cañon joya"
"40","cundinamarca","senado","partido social de unidad nacional - partido de la u","camilo alberto enciso vanegas"
"42","cundinamarca","senado","partido social de unidad nacional - partido de la u","margarita maria orozco tuiran"
"43","cundinamarca","senado","partido social de unidad nacional - partido de la u","efvanni paola palmariny peñaranda"
"44","cundinamarca","senado","partido social de unidad nacional - partido de la u","maria mirtha romero segura"
"45","cundinamarca","senado","partido social de unidad nacional - partido de la u","fernando  ballesteros valencia"
"46","cundinamarca","senado","partido social de unidad nacional - partido de la u","gregorio  caro moreno"
"47","cundinamarca","senado","partido social de unidad nacional - partido de la u","guillermo alfonso parra rodriguez"
"48","cundinamarca","senado","partido social de unidad nacional - partido de la u","jose eduardo polanco urquina"
"49","cundinamarca","senado","partido social de unidad nacional - partido de la u","jairo duban pineda niño"
"50","cundinamarca","senado","partido social de unidad nacional - partido de la u","german dario hoyos giraldo"
"51","cundinamarca","senado","partido social de unidad nacional - partido de la u","yezmid  arevalo usme"
"52","cundinamarca","senado","partido social de unidad nacional - partido de la u","ismael antonio gonzalez molina"
"53","cundinamarca","senado","partido social de unidad nacional - partido de la u","maria andrea nieto romero"
"55","cundinamarca","senado","partido social de unidad nacional - partido de la u","rosa maria corcho olaya"
"56","cundinamarca","senado","partido social de unidad nacional - partido de la u","jorge ivan davila daza"
"57","cundinamarca","senado","partido social de unidad nacional - partido de la u","jose omar marroquin sanchez"
"58","cundinamarca","senado","partido social de unidad nacional - partido de la u","juan pablo herrera huertas"
"59","cundinamarca","senado","partido social de unidad nacional - partido de la u","julio cesar prada varon"
"60","cundinamarca","senado","partido social de unidad nacional - partido de la u","manuel mesias enriquez rosero"
"61","cundinamarca","senado","partido social de unidad nacional - partido de la u","jose norbey salazar salazar"
"62","cundinamarca","senado","partido social de unidad nacional - partido de la u","luis fernando franco palacios"
"63","cundinamarca","senado","partido social de unidad nacional - partido de la u","luis fernando restrepo gomez"
"64","cundinamarca","senado","partido social de unidad nacional - partido de la u","martha liz veira martin"
"65","cundinamarca","senado","partido social de unidad nacional - partido de la u","luis oswaldo bautista pulido"
"66","cundinamarca","senado","partido social de unidad nacional - partido de la u","carlos  cardenas ortiz"
"67","cundinamarca","senado","partido social de unidad nacional - partido de la u","luz marcela correa zuleta"
"68","cundinamarca","senado","partido social de unidad nacional - partido de la u","john gilberto loaiza gomez"
"69","cundinamarca","senado","partido social de unidad nacional - partido de la u","monica  forero hernandez"
"70","cundinamarca","senado","partido social de unidad nacional - partido de la u","olga mercedes chinchilla morales"
"71","cundinamarca","senado","partido social de unidad nacional - partido de la u","mauricio  villabona suarez"
"72","cundinamarca","senado","partido social de unidad nacional - partido de la u","leidy andrea feo mahecha"
"73","cundinamarca","senado","partido social de unidad nacional - partido de la u","lyda ingrid marcela molano casiano"
"74","cundinamarca","senado","partido social de unidad nacional - partido de la u","adriana  patricia saavedra guzman"
"75","cundinamarca","senado","partido social de unidad nacional - partido de la u","edward  garnica montañez"
"76","cundinamarca","senado","partido social de unidad nacional - partido de la u","nuviola  ciro gomez"
"77","cundinamarca","senado","partido social de unidad nacional - partido de la u","nancy  stella vergara muñoz"
"78","cundinamarca","senado","partido social de unidad nacional - partido de la u","olga ines infante velasco"
"79","cundinamarca","senado","partido social de unidad nacional - partido de la u","juan carlos rodriguez ceballos"
"80","cundinamarca","senado","partido social de unidad nacional - partido de la u","eduardo enrique pulgar daza"
"81","cundinamarca","senado","partido social de unidad nacional - partido de la u","oscar alexander rodriguez baez"
"82","cundinamarca","senado","partido social de unidad nacional - partido de la u","oswaldo  figueroa rodriguez"
"83","cundinamarca","senado","partido social de unidad nacional - partido de la u","roberto luis monsalvo rodriguez"
"84","cundinamarca","senado","partido social de unidad nacional - partido de la u","edna patricia virguez barreto"
"85","cundinamarca","senado","partido social de unidad nacional - partido de la u","andres felipe garcia zuccardi"
"86","cundinamarca","senado","partido social de unidad nacional - partido de la u","wilmer andrey daza ibarra"
"87","cundinamarca","senado","partido social de unidad nacional - partido de la u","yudy andrea patarroyo arias"
"88","cundinamarca","senado","partido social de unidad nacional - partido de la u","luz margoth rojas abaunza"
"89","cundinamarca","senado","partido social de unidad nacional - partido de la u","yesid  rivera barragan"
"90","cundinamarca","senado","partido social de unidad nacional - partido de la u","gema  lopez de joaqui"
"91","cundinamarca","senado","partido social de unidad nacional - partido de la u","alvaro arles rendon henao"
"94","cundinamarca","senado","partido social de unidad nacional - partido de la u","luis fernando rodriguez sepulveda"
"95","cundinamarca","senado","partido social de unidad nacional - partido de la u","jose antonio jimenez jimenez"
"96","cundinamarca","senado","partido social de unidad nacional - partido de la u","adolfo leon rengifo santibañez"
"97","cundinamarca","senado","partido social de unidad nacional - partido de la u","tito edmundo rueda guarin"
"98","cundinamarca","senado","partido social de unidad nacional - partido de la u","maria alejandra maya eraso"
"99","cundinamarca","senado","partido social de unidad nacional - partido de la u","sandra elena villadiego villadiego"
"100","cundinamarca","senado","partido social de unidad nacional - partido de la u","yohana  salamanca jimenez"
"1","cundinamarca","senado","partido liberal colombiano","horacio  serpa uribe"
"2","cundinamarca","senado","partido liberal colombiano","viviane aleyda morales hoyos"
"3","cundinamarca","senado","partido liberal colombiano","arleth patricia casado de lopez"
"4","cundinamarca","senado","partido liberal colombiano","andres  cristo bustos"
"5","cundinamarca","senado","partido liberal colombiano","hector heli rojas jimenez"
"6","cundinamarca","senado","partido liberal colombiano","alvaro antonio ashton giraldo"
"7","cundinamarca","senado","partido liberal colombiano","guillermo abel rivera florez"
"8","cundinamarca","senado","partido liberal colombiano","edinson  delgado ruiz"
"9","cundinamarca","senado","partido liberal colombiano","sigifredo  lopez tobon"
"10","cundinamarca","senado","partido liberal colombiano","luis fernando velasco chaves"
"11","cundinamarca","senado","partido liberal colombiano","guillermo antonio santos marin"
"12","cundinamarca","senado","partido liberal colombiano","rodrigo  villalba mosquera"
"13","cundinamarca","senado","partido liberal colombiano","jaime enrique duran barrera"
"14","cundinamarca","senado","partido liberal colombiano","orlando  velandia sepulveda"
"15","cundinamarca","senado","partido liberal colombiano","sofia alejandra gaviria correa"
"16","cundinamarca","senado","partido liberal colombiano","jorge enrique gonzalez garnica"
"17","cundinamarca","senado","partido liberal colombiano","eugenio enrique prieto soto"
"18","cundinamarca","senado","partido liberal colombiano","jesus ignacio garcia valencia"
"19","cundinamarca","senado","partido liberal colombiano","marcela patricia posada arbelaez"
"20","cundinamarca","senado","partido liberal colombiano","guillermo  garcia realpe"
"21","cundinamarca","senado","partido liberal colombiano","alberto  palma cuervo"
"22","cundinamarca","senado","partido liberal colombiano","luis fernando duque garcia"
"23","cundinamarca","senado","partido liberal colombiano","juan alfonso fierro manrique"
"24","cundinamarca","senado","partido liberal colombiano","luis francisco andrade chaves"
"25","cundinamarca","senado","partido liberal colombiano","roberto jairo jaramillo cardenas"
"26","cundinamarca","senado","partido liberal colombiano","luz yolima herrera martinez"
"27","cundinamarca","senado","partido liberal colombiano","gustavo  samper fernandez de soto"
"28","cundinamarca","senado","partido liberal colombiano","maria cristina granados velasquez"
"29","cundinamarca","senado","partido liberal colombiano","luis esnoraldo torres ocampo"
"30","cundinamarca","senado","partido liberal colombiano","lidio arturo garcia turbay"
"31","cundinamarca","senado","partido liberal colombiano","williams henry muñoz ospina"
"32","cundinamarca","senado","partido liberal colombiano","gustavo guillermo moncayo rincon"
"33","cundinamarca","senado","partido liberal colombiano","juan luis castro cordoba"
"34","cundinamarca","senado","partido liberal colombiano","pedro mary muvdi aranguena"
"35","cundinamarca","senado","partido liberal colombiano","honorio  galvis aguilar"
"36","cundinamarca","senado","partido liberal colombiano","jose abigail miranda virguez"
"37","cundinamarca","senado","partido liberal colombiano","armando antonio diaz peñaranda"
"38","cundinamarca","senado","partido liberal colombiano","ivan dario ocampo tamayo"
"39","cundinamarca","senado","partido liberal colombiano","jorge eduardo duran galindo"
"40","cundinamarca","senado","partido liberal colombiano","martha liliana ruiz orduz"
"41","cundinamarca","senado","partido liberal colombiano","olga janeth suba chivata"
"42","cundinamarca","senado","partido liberal colombiano","armando  cardenas"
"43","cundinamarca","senado","partido liberal colombiano","jorge enrique gutierrez tobar"
"44","cundinamarca","senado","partido liberal colombiano","marco aurelio ardila gomez"
"45","cundinamarca","senado","partido liberal colombiano","raul  cardona grisales"
"46","cundinamarca","senado","partido liberal colombiano","tomas alberto mendoza villegas"
"47","cundinamarca","senado","partido liberal colombiano","miguel enrique aguilera hernandez"
"48","cundinamarca","senado","partido liberal colombiano","gwendalen argemira arenas wightman"
"49","cundinamarca","senado","partido liberal colombiano","german rodrigo guzman acosta"
"50","cundinamarca","senado","partido liberal colombiano","roberto  ortiz urueña"
"51","cundinamarca","senado","partido liberal colombiano","maria aurora garcia rodriguez"
"52","cundinamarca","senado","partido liberal colombiano","yolanda  salgado blanco"
"53","cundinamarca","senado","partido liberal colombiano","plubio gudberto niño niño"
"54","cundinamarca","senado","partido liberal colombiano","arturo  palacios ortega"
"55","cundinamarca","senado","partido liberal colombiano","judith del carmen pinedo florez"
"56","cundinamarca","senado","partido liberal colombiano","maria pubenza arbelaez sua"
"57","cundinamarca","senado","partido liberal colombiano","carlos humberto pinzon muriel"
"58","cundinamarca","senado","partido liberal colombiano","renny  rueda castañeda"
"59","cundinamarca","senado","partido liberal colombiano","mario efrain muñoz espitia"
"60","cundinamarca","senado","partido liberal colombiano","mario  alberto fernandez alcocer"
"61","cundinamarca","senado","partido liberal colombiano","jhon jairo acuña perez"
"63","cundinamarca","senado","partido liberal colombiano","jaime enrique bedoya montoya"
"64","cundinamarca","senado","partido liberal colombiano","eugenia catalina trujillo camero"
"65","cundinamarca","senado","partido liberal colombiano","olano  portela rodriguez"
"66","cundinamarca","senado","partido liberal colombiano","carolina  morales rojas"
"67","cundinamarca","senado","partido liberal colombiano","nancy del rosario guerrero rodriguez"
"68","cundinamarca","senado","partido liberal colombiano","adriana  franco castaño"
"69","cundinamarca","senado","partido liberal colombiano","juan ricardo lozano amaya"
"70","cundinamarca","senado","partido liberal colombiano","rube aurora garcia sanchez"
"71","cundinamarca","senado","partido liberal colombiano","consuelo  graciano sierra"
"72","cundinamarca","senado","partido liberal colombiano","inocencio eliecer hurtado ruiz"
"73","cundinamarca","senado","partido liberal colombiano","hugo  velez valencia"
"74","cundinamarca","senado","partido liberal colombiano","sonia marina moscote aroca"
"75","cundinamarca","senado","partido liberal colombiano","anlet jaqueline bent archbold"
"76","cundinamarca","senado","partido liberal colombiano","cristina del rosario cabrera mendez"
"77","cundinamarca","senado","partido liberal colombiano","jose luis mayorca castilla"
"78","cundinamarca","senado","partido liberal colombiano","armando  villegas centeno"
"79","cundinamarca","senado","partido liberal colombiano","carlos alejandro maya aguirre"
"80","cundinamarca","senado","partido liberal colombiano","dario  angarita medellin"
"81","cundinamarca","senado","partido liberal colombiano","luz marina romero motta"
"82","cundinamarca","senado","partido liberal colombiano","kent  francis james"
"83","cundinamarca","senado","partido liberal colombiano","jack  garcia morales"
"84","cundinamarca","senado","partido liberal colombiano","angela  tayira mateus gomez"
"85","cundinamarca","senado","partido liberal colombiano","aris manuel torres diaz"
"86","cundinamarca","senado","partido liberal colombiano","mercedes  cardenas blanco"
"87","cundinamarca","senado","partido liberal colombiano","ricardo  garcia gaitan"
"88","cundinamarca","senado","partido liberal colombiano","elizabeth  castillo vargas"
"89","cundinamarca","senado","partido liberal colombiano","carmen  nuvis nova miranda"
"90","cundinamarca","senado","partido liberal colombiano","victoria eugenia vargas vives"
"91","cundinamarca","senado","partido liberal colombiano","ana maria diaz"
"92","cundinamarca","senado","partido liberal colombiano","elkin enrique garcia bernal"
"93","cundinamarca","senado","partido liberal colombiano","ana rosa velasquez rico"
"94","cundinamarca","senado","partido liberal colombiano","alejandro  tiquidimas fernandez"
"96","cundinamarca","senado","partido liberal colombiano","jose alfonso arevalo rojas"
"97","cundinamarca","senado","partido liberal colombiano","fanny  peralta fonseca"
"98","cundinamarca","senado","partido liberal colombiano","jairo  mantilla colmenares"
"99","cundinamarca","senado","partido liberal colombiano","javier tato alvarez montenegro"
"100","cundinamarca","senado","partido liberal colombiano","juan manuel galan pachon"
"1","cundinamarca","senado","partido cambio radical","carlos fernando galan pachon"
"2","cundinamarca","senado","partido cambio radical","arturo  char chaljub"
"3","cundinamarca","senado","partido cambio radical","antonio del cristo guerra de la espriella"
"4","cundinamarca","senado","partido cambio radical","daira de jesus galvis mendez"
"5","cundinamarca","senado","partido cambio radical","dusan albin velez trujillo"
"6","cundinamarca","senado","partido cambio radical","humberto  pelaez gutierrez"
"7","cundinamarca","senado","partido cambio radical","juan carlos restrepo escobar"
"8","cundinamarca","senado","partido cambio radical","alfonso enrique mattos barrero"
"9","cundinamarca","senado","partido cambio radical","rosmery  martinez rosales"
"10","cundinamarca","senado","partido cambio radical","carlos fernando motoa solarte"
"11","cundinamarca","senado","partido cambio radical","stevenson  marulanda plata"
"12","cundinamarca","senado","partido cambio radical","bernabe  celis carrillo"
"13","cundinamarca","senado","partido cambio radical","harold  mosquera rengifo"
"14","cundinamarca","senado","partido cambio radical","henry alexander castellanos orjuela"
"15","cundinamarca","senado","partido cambio radical","luis enrique ponte guerra"
"16","cundinamarca","senado","partido cambio radical","alvaro albino bastidas moreano"
"17","cundinamarca","senado","partido cambio radical","argemiro jose agamez palacio"
"18","cundinamarca","senado","partido cambio radical","luis carlos agudelo galvis"
"19","cundinamarca","senado","partido cambio radical","abel antonio riveros rojas"
"20","cundinamarca","senado","partido cambio radical","jose francisco herrera acosta"
"21","cundinamarca","senado","partido cambio radical","juan pablo poveda medina"
"22","cundinamarca","senado","partido cambio radical","arbey  delgado argote"
"23","cundinamarca","senado","partido cambio radical","gloria helena rebolledo tigreros"
"24","cundinamarca","senado","partido cambio radical","flor paulina donado garizao"
"26","cundinamarca","senado","partido cambio radical","gustavo  ramirez orozco"
"27","cundinamarca","senado","partido cambio radical","alexandra  mesa leon"
"28","cundinamarca","senado","partido cambio radical","juan manuel pulido hurtado"
"29","cundinamarca","senado","partido cambio radical","jose james ospina murillo"
"30","cundinamarca","senado","partido cambio radical","jose leomar cortes delgado"
"31","cundinamarca","senado","partido cambio radical","ingrid esperanza lugo diaz"
"32","cundinamarca","senado","partido cambio radical","jose humberto vergara henao"
"33","cundinamarca","senado","partido cambio radical","jairo hernando salazar moreno"
"34","cundinamarca","senado","partido cambio radical","melik  sarkis torres"
"35","cundinamarca","senado","partido cambio radical","angie natalia bolivar correa"
"36","cundinamarca","senado","partido cambio radical","hector julio ramos prieto"
"37","cundinamarca","senado","partido cambio radical","gersanin  pinzon barrera"
"38","cundinamarca","senado","partido cambio radical","miguel orlando acevedo salas"
"39","cundinamarca","senado","partido cambio radical","andres fernando vasquez vargas"
"40","cundinamarca","senado","partido cambio radical","raul heraclito martinez sanchez"
"41","cundinamarca","senado","partido cambio radical","martha ines lloreda de botero"
"42","cundinamarca","senado","partido cambio radical","gabriel antonio lopez guzman"
"43","cundinamarca","senado","partido cambio radical","luis fernando parra leon"
"44","cundinamarca","senado","partido cambio radical","javier andres corredor torres"
"45","cundinamarca","senado","partido cambio radical","gustavo  villamizar corzo"
"46","cundinamarca","senado","partido cambio radical","ana maria quinchanegua piamonte"
"47","cundinamarca","senado","partido cambio radical","alfredo enrique nuñez noriega"
"48","cundinamarca","senado","partido cambio radical","eduin humberto corso hernandez"
"49","cundinamarca","senado","partido cambio radical","juan esteban mejia arboleda"
"50","cundinamarca","senado","partido cambio radical","carlos anibal lozano lozano"
"51","cundinamarca","senado","partido cambio radical","carlos enrique vargas angarita"
"52","cundinamarca","senado","partido cambio radical","edith  leon de castañeda"
"53","cundinamarca","senado","partido cambio radical","gustavo adolfo mattos perez"
"54","cundinamarca","senado","partido cambio radical","jose andres areiza padilla"
"55","cundinamarca","senado","partido cambio radical","alfredo rafael saade vergel"
"56","cundinamarca","senado","partido cambio radical","sonia marcela lavado baron"
"57","cundinamarca","senado","partido cambio radical","teresa  moreno mancera"
"58","cundinamarca","senado","partido cambio radical","nelson mauricio ortegon arevalo"
"59","cundinamarca","senado","partido cambio radical","maria del rosario diaz mendez"
"60","cundinamarca","senado","partido cambio radical","yvonne paola cintura dionicio"
"61","cundinamarca","senado","partido cambio radical","sandra patricia cordoba rojas"
"62","cundinamarca","senado","partido cambio radical","sergio  herrera rueda"
"63","cundinamarca","senado","partido cambio radical","lineth  archbold contreras"
"64","cundinamarca","senado","partido cambio radical","alberto tadeo de antonio gomez"
"65","cundinamarca","senado","partido cambio radical","blanca fabiola ortiz penagos"
"66","cundinamarca","senado","partido cambio radical","andres  salcedo galan"
"67","cundinamarca","senado","partido cambio radical","ana del pilar duarte murillo"
"68","cundinamarca","senado","partido cambio radical","gustavo  silva rodriguez"
"69","cundinamarca","senado","partido cambio radical","victor manuel jauregui becerra"
"70","cundinamarca","senado","partido cambio radical","wilson  rueda baron"
"71","cundinamarca","senado","partido cambio radical","dario ricardo castro portilla"
"72","cundinamarca","senado","partido cambio radical","lilia  torres torres"
"73","cundinamarca","senado","partido cambio radical","felix bienvenido ariño fernandez"
"74","cundinamarca","senado","partido cambio radical","elena  hernandez cruz"
"75","cundinamarca","senado","partido cambio radical","miguel humberto gamez soto"
"76","cundinamarca","senado","partido cambio radical","nancy yanet calderon villamil"
"77","cundinamarca","senado","partido cambio radical","julio cesar castillo velasquez"
"78","cundinamarca","senado","partido cambio radical","luis fernando delgado jimenez"
"79","cundinamarca","senado","partido cambio radical","elsa esperanza vargas pineda"
"80","cundinamarca","senado","partido cambio radical","cesar raul aviles"
"81","cundinamarca","senado","partido cambio radical","horacio israel beltran penagos"
"82","cundinamarca","senado","partido cambio radical","carmen  hernandez mendivelso"
"83","cundinamarca","senado","partido cambio radical","maria carolina duran chacon"
